Latitude,Longitude,cidade,estado
-18.430498001932715,-47.42896206186278,abadia dos dourados,MG
-15.615557261962792,-38.97096165420986,canavieiras,BA
-14.772813916843365,-57.35431096057182,nova olimpia,MT
-19.914173633130865,-48.29873067480715,conceicao das alagoas,MG
-27.42458652188371,-51.75848801004833,piratuba,SC
-14.309787979375493,-39.31173757813855,ubaitaba,BA
-27.918654965017062,-53.938801174987006,chiapetta,RS
-9.793489402455592,-57.93975622749996,nova bandeirantes,MT
-17.75974301950873,-47.102518433612616,guarda-mor,MG
-21.954629979643173,-51.416497406088695,alfredo marcondes,SP
-3.2105541617879636,-44.99661018097993,viana,MA
-22.240450215663497,-48.55663946566351,santo antonio do aracangua,SP
-24.287632549886524,-52.9647034389122,rancho alegre d'oeste,PR
-25.94285842728886,-53.16389037361935,eneas marques,PR
-20.40320421610138,-41.55880045445257,iuna,ES
-23.776404162708218,-49.95394930667572,tomazina,PR
-19.388395452057146,-41.416733889922185,santa rita do itueto,MG
-8.814703367885283,-35.197521706282785,barreiros,PE
-26.88127651607146,-52.86060501907231,aguas frias,SC
-7.894006390194494,-36.27676979899995,afogados da ingazeira,PE
-8.484920590771951,-35.75794721768662,bonito,PE
-4.488660532845647,-38.593035290045606,ocara,CE
-17.901390517073068,-39.3755697904155,nova vicosa,BA
-14.514845610782956,-50.00664999999997,crixas,GO
-6.767726906601707,-37.79550389115189,pombal,PB
-19.169049552066234,-41.86314240984452,itanhomi,MG
-26.403782635683584,-52.35886787512639,clevelandia,PR
-10.380696428313069,-36.36506554761131,piacabucu,AL
-23.315994455059887,-52.477902463806096,sao carlos do ivai,PR
-24.31454832980735,-52.52909649802637,mambore,PR
-26.556353987446215,-52.54709021214377,sao domingos,SC
-1.0779783930917763,-46.90179480132847,tracuateua,PA
-5.677940094485764,-35.26800306288406,extremoz,RN
-13.293497684344345,-40.959089182384155,iramaia,BA
-7.4314115250397315,-34.91095984448313,alhandra,PB
-29.384850604383438,-52.270028639903686,serio,RS
-22.236078860784687,-48.727630933266525,itapui,SP
-21.41413617176591,-43.835452098562065,santa cruz de minas,MG
-6.777150590916486,-36.817821569894996,catole do rocha,PB
-19.92560515791871,-42.70984650186074,sao jose do goiabal,MG
-19.124540627444766,-40.58626925800816,sao domingos do norte,ES
-20.487065084627336,-43.198300507526234,diogo de vasconcelos,MG
-7.352146462528996,-39.03768966964975,abaiara,CE
-27.27022101698027,-49.713557181827916,agronomica,SC
-21.555064499999972,-43.52614738139826,ewbank da camara,MG
-8.375877757872672,-35.4522555276876,amaraji,PE
-28.443503513351587,-48.96181136977018,capivari de baixo,SC
-21.17149196193371,-48.64156848989147,vista alegre do alto,SP
-7.557551096414485,-38.50590568064879,conceicao,PB
-7.990499326304713,-38.29635423973874,serra talhada,PE
-23.78416433451897,-54.20134749194663,eldorado,MS
-22.512646619108974,-48.71652238885632,macatuba,SP
-28.111118867515962,-54.740555092357766,cerro largo,RS
-18.869161603445306,-50.64399589641204,paranaiguara,GO
-22.254292746202747,-46.14974553813009,borda da mata,MG
-19.07121639768103,-41.86186562853992,capitao andrade,MG
-1.6268999806771474,-45.74802602576142,candido mendes,MA
-21.806021716064695,-49.95301893862015,reginopolis,SP
-13.125673361925793,-60.541022412451696,colorado do oeste,RO
-20.080237604406662,-47.423881224635096,rifaina,SP
-25.156739462953542,-54.31055513568225,itaipulandia,PR
-27.17759891958464,-50.79025168411346,frei rogerio,SC
-27.564195996951177,-48.775754596700615,sao pedro de alcantara,SC
-8.112527751017549,-37.66005637020584,custodia,PE
-20.655171357315748,-42.85275016657255,teixeiras,MG
-5.047046883237369,-48.60092281895787,bom jesus do tocantins,PA
-21.083505173414643,-49.23899885937947,ibira,SP
-5.78560816466976,-37.56912701975986,caraubas,RN
-13.477565785857134,-44.96123951694787,correntina,BA
-19.89015939462615,-44.43066615072826,florestal,MG
-18.77594691523335,-46.368725350781546,lagoa formosa,MG
-7.364888503354566,-35.89759251985991,queimadas,PB
-22.767254862651278,-48.57286880029851,sao manuel,SP
-8.143039152935781,-38.72968320569586,mirandiba,PE
-5.816600346957638,-46.14443141732289,grajau,MA
-15.320980491752977,-59.33738572208267,pontes e lacerda,MT
-18.088827257133495,-50.21761831384349,castelandia,GO
-21.187798453696274,-43.97741412891327,barroso,MG
-9.533107635027978,-37.293663479541905,olho d'agua das flores,AL
-20.80443055794848,-48.807200171484126,severinia,SP
-19.814786222805843,-47.44642947295995,sacramento,MG
-18.8443787976722,-46.79421644423341,guimarania,MG
-6.5351168554114505,-39.49589181022151,carius,CE
-26.928528488906906,-51.33401897219402,arroio trinta,SC
-13.379658542512113,-42.523255532272444,botupora,BA
-29.634524269614587,-50.85515883609425,parobe,RS
-12.257413066658453,-41.567528463918435,iraquara,BA
-25.68439657253025,-50.296073643994475,sao joao do triunfo,PR
-7.085308850634031,-40.61415785817755,fronteiras,PI
-21.893682071544866,-43.024219317504674,mar de espanha,MG
-21.341903770989838,-49.49668380012443,sales,SP
-24.500979480016515,-52.6565781931943,matelandia,PR
-23.058960069577225,-51.03680791391949,sertanopolis,PR
-21.977683999772104,-44.606683470440274,aiuruoca,MG
-4.226494383972485,-38.9180423845954,pacoti,CE
-21.381465828187025,-50.20913322541724,glicerio,SP
-27.498177654392777,-54.09997789825127,crissiumal,RS
-17.35416987678665,-52.679262701817876,portelandia,GO
-21.186588815017195,-49.578870819602066,mendonca,SP
-21.239728249112122,-45.76184642969981,campos gerais,MG
-23.994409023079424,-51.8214888320801,sao joao do ivai,PR
-11.14497195049221,-37.61702440208181,boquim,SE
-18.84406189840722,-52.71613474693293,chapadao do sul,MS
-2.23075510279814,-49.45377800034575,cameta,PA
-20.261039956604836,-45.2091742833714,pedra do indaia,MG
-17.340389755970833,-49.927478503376946,edeia,GO
-11.180244093735858,-38.00322253110541,tobias barreto,SE
-15.331017324491555,-57.2013390743509,porto estrela,MT
-22.15143242716214,-44.9665015643903,pouso alto,MG
-19.120105992430794,-46.682245283659896,serra do salitre,MG
-26.454104084171593,-52.687589355695366,galvao,SC
-10.752996720173641,-39.20888457150505,quijingue,BA
-21.475809415211614,-46.39593399664055,cabo verde,MG
-22.500133589310536,-43.928536115796305,vargem alegre,RJ
-12.420850824638661,-41.773471495792876,seabra,BA
-23.471085641221002,-52.555619743957166,japura,PR
-7.667693140578081,-72.60181569170044,cruzeiro do sul,AC
-19.842986676836635,-45.41509382070704,moema,MG
-24.591938894113092,-52.27953321269237,roncador,PR
-23.619535425600905,-53.38212068195976,serra dos dourados,PR
-7.638585794414995,-43.95260932713468,bertolinia,PI
-9.828128968202993,-36.74050911855899,lagoa da canoa,AL
-6.668556967489664,-41.710256498301455,inhuma,PI
-29.629225499999972,-53.227251220785064,agudo,RS
-7.018639567620463,-37.944566784826996,coremas,PB
-27.575826430778363,-48.984411917902975,angelina,SC
-11.489124275391227,-38.97094198617111,teofilandia,BA
-5.032384309654811,-44.43569857270989,dom pedro,MA
-22.3291130934338,-43.415518728246056,avelar,RJ
-8.975506222460538,-36.687689693363474,saloa,PE
-19.953209161135646,-43.13774926320455,rio piracicaba,MG
-4.22144735966719,-45.27587979222112,vitorino freire,MA
-23.58176667707302,-46.0362731535986,biritiba-mirim,SP
-0.9010767654308149,-48.11596737741273,vigia,PA
-18.306347310010082,-51.95613468911003,serranopolis,GO
-14.184523869182817,-49.3772597005231,alto horizonte,GO
-28.056914499939055,-51.85643249864992,ibiaca,RS
-6.964488371779012,-35.79492880348894,remigio,PB
-20.934362605245216,-54.96227140867056,sidrolandia,MS
-6.528015807027152,-43.67297760545662,sao joao dos patos,MA
-4.749818445386893,-42.570175244237646,jose de freitas,PI
-24.820523336358175,-47.71360107015869,sao joao do paraiso,RJ
-18.19589039835794,-40.02087661314805,pedro canario,ES
-21.876314894811944,-45.786396080017326,turvolandia,MG
-29.206626235330393,-49.80966367291352,sao joao do sul,SC
-5.148387531479585,-36.33631655334376,guamare,RN
-23.420904452412614,-54.152183723413955,itaquirai,MS
-24.287677224284707,-47.10434308855091,itariri,SP
-28.997369963259274,-49.431278516238145,balneario arroio do silva,SC
-21.985727999999973,-44.86033437658514,baependi,MG
-25.418420502146205,-52.813688565874784,espigao alto do iguacu,PR
-16.98461353486575,-45.9344310624254,brasilandia de minas,MG
-22.17486351583799,-51.254862424245005,indiana,SP
-19.35311340790048,-47.51411275545579,santa juliana,MG
-9.460216758449313,-35.54578170883619,paripueira,AL
-16.43184976879322,-49.38792018160046,brazabrantes,GO
-18.542977282997924,-42.55983338443255,pecanha,MG
-25.69962413269247,-52.72138709344363,sulina,PR
-21.734026547363044,-46.97251470342884,itobi,SP
-29.08203455196935,-53.83528887879433,tupancireta,RS
-9.379942765614054,-38.088591923896956,delmiro gouveia,AL
-13.536037972805516,-41.7901619275591,rio de contas,BA
-9.59520884042848,-67.5425506074499,porto acre,AC
-3.8565967573533877,-42.23132391481417,esperantina,PI
-4.689778499999962,-37.412908774263315,icapui,CE
-23.342519156669347,-52.10130373364427,mandaguacu,PR
-19.896097978995297,-43.47169922488203,barao de cocais,MG
-27.609289221405128,-53.16550770093023,cerro grande,RS
-21.063399745679643,-43.76299988266837,ressaquinha,MG
-20.690768592765046,-50.924512162089016,sud mennucci,SP
-16.89348294876489,-53.572617288345384,alto garcas,MT
-14.46832388197188,-46.484543819889495,simolandia,GO
-3.100162498637422,-44.31707733402005,santa rita,MA
-11.84763790026664,-40.79118069346518,tapiramuta,BA
-6.318494825591561,-38.28480556468236,jose da penha,RN
-9.291913919422296,-46.08630324067119,alto parnaiba,MA
-7.687118809848576,-35.51527208689658,machados,PE
-13.61066145672713,-42.93469492833373,riacho de santana,BA
-20.19494737918577,-47.45402274996786,pedregulho,SP
-18.15093051498193,-41.76955056226542,itambacuri,MG
-29.78524328132633,-51.86027711358899,taquari,RS
-19.47239059853472,-50.33957644274683,uniao de minas,MG
-7.83017359110863,-39.076854497930654,penaforte,CE
-11.008237058090508,-55.24295194589197,itauba,MT
-9.950409822060305,-47.975271675045946,aparecida do rio negro,TO
-3.4604170023864316,-42.36784685202835,luzilandia,PI
-7.7647573515152555,-34.8403722591603,ilha de itamaraca,PE
-27.88781924993271,-52.22690295291214,getulio vargas,RS
-14.923138581895506,-42.81235039950789,espinosa,MG
-15.737968484989244,-43.00513252758505,porteirinha,MG
-21.113107411586828,-44.02490772540585,dores de campos,MG
-4.337608254573972,-38.87479583157922,baturite,CE
-20.08976169968762,-43.780609161462586,rio acima,MG
-18.072163872481795,-41.48822916171042,frei gaspar,MG
-9.602772085060383,-35.82361206801945,santa luzia do norte,AL
-20.236221000193943,-50.88929976784131,tres fronteiras,SP
-23.087519761915477,-47.79381147812897,jumirim,SP
-19.194975789852613,-44.98528154133565,pompeu,MG
-24.053987616182148,-53.18623287536029,mariluz,PR
-27.7063851376684,-51.452414311397,barracao,RS
-3.3269914999999775,-51.93747057550644,quatro bocas,PA
-29.535824498911648,-50.040009145385525,tres forquilhas,RS
-12.27986177516922,-41.16819951038698,wagner,BA
-16.68145114487793,-50.466544747770776,aurilandia,GO
-28.46098134970163,-52.819407153846484,nao-me-toque,RS
-6.160092514635565,-37.841505222642844,frutuoso gomes,RN
-3.6272852204135684,-44.555883055408415,matoes do norte,MA
-3.4278758751336422,-39.164805057359644,paraipaba,CE
-18.099871062862967,-54.55058473002678,pedro gomes,MS
-6.618279171832646,-38.09617176197344,sao francisco,PB
-20.092562706062917,-50.925297336007034,santa clara d'oeste,SP
-20.459370107639394,-50.89770864611866,aparecida d'oeste,SP
-6.076281636359653,-42.73627561378415,angical do piaui,PI
-24.653866549771962,-50.851179365210044,reserva,PR
-22.65061320907635,-48.83347590888103,sao pedro do turvo,SP
-11.162461376544492,-47.56850022644023,pindorama do tocantins,TO
-8.097970300289166,-43.661974315340046,eliseu martins,PI
-20.376956946116625,-50.93198759057273,nova canaa paulista,SP
-21.480983230884114,-56.153036517421526,jardim,MS
-18.664312018464514,-43.0777754892092,sabinopolis,MG
-19.616812992290733,-41.967000573619856,imbe de minas,MG
-24.385617095332563,-47.92915446350271,sete barras,SP
-29.41859188161566,-53.02589296080242,sobradinho,RS
-11.724361796785292,-61.781116260181896,rolim de moura,RO
-12.368198788649051,-38.96875457648241,conceicao da feira,BA
-9.238971796716875,-37.38761733092785,maravilha,AL
-6.219035926356025,-36.682851515628876,sao vicente,RN
-29.193820106117073,-49.954121030993605,praia grande,SC
-6.486973825236383,-37.46522814000767,sao bento,PB
-19.740384369138763,-40.8282304746437,itaguacu,ES
-7.070296042349225,-40.08007180165551,potengi,CE
-26.536399223434657,-53.333443205495946,anchieta,SC
-13.516543169978688,-41.59357707631771,jussiape,BA
-20.798283860433372,-50.19020523435307,gastao vidigal,SP
-21.589733366520946,-48.07501921981771,rincao,SP
-18.49349415823601,-49.52445447101049,cachoeira dourada,GO
-7.606641035820074,-37.3156004639314,tuparetama,PE
-20.23772669334658,-42.43725191977599,abre campo,MG
-21.127132040789924,-56.48550062351113,bonito,MS
-24.262570531006865,-54.05959505220404,terra roxa,PR
-23.665750613486086,-51.35592741527017,california,PR
-21.08672519924884,-49.74401490829015,jose bonifacio,SP
-17.110693401236972,-42.22585134891599,jenipapo de minas,MG
-26.904094052857186,-48.82458594876898,ilhota,SC
-25.41612186716585,-54.04518234421217,serranopolis do iguacu,PR
-27.432029255311036,-51.90716012200798,alto bela vista,SC
-3.465842336940566,-40.181776643499134,santana do acarau,CE
-22.212979211788237,-54.147750574312425,deodapolis,MS
-20.784696848897195,-49.81318268033043,poloni,SP
-24.24439173448556,-52.786945367246744,boa esperanca,PR
-19.417633612103813,-41.727620822545965,alvarenga,MG
-22.25545787508844,-51.28324354695745,regente feijo,SP
-22.741337078257544,-50.77260480826226,cruzalia,SP
-26.34624018172473,-49.55304672083746,rio negrinho,SC
-6.2061546838805945,-38.4709596022034,sao miguel,RN
-20.25652322365155,-49.1839837402692,fronteira,MG
-22.650313724442963,-52.870814907924185,diamante do norte,PR
-22.91371240202638,-51.797610485745466,nossa senhora das gracas,PR
-16.035240123217953,-46.13405389177008,arinos,MG
-23.52709179199508,-51.67866330933374,mandaguari,PR
-12.065168105628704,-43.206079075759106,ibotirama,BA
-18.4576709117972,-42.24854813167907,nacip raydan,MG
20.211868133804337,-31.63827408565105,porto trombetas,PA
-29.351335248960403,-50.58545204946674,sao francisco de paula,RS
-18.36520930618142,-43.18509239177739,serra azul de minas,MG
-22.43052507269124,-49.52083273625679,lucianopolis,SP
-22.707410124912013,-46.03526215592884,sao mateus de minas,MG
-21.490145359024492,-44.33131021330788,madre de deus de minas,MG
-20.797563640036785,-46.38040563275136,alpinopolis,MG
-9.534554229955107,-48.591418330433335,miranorte,TO
-4.981597255252058,-44.70143562130203,joselandia,MA
-19.49692390241269,-50.614724738171816,limeira do oeste,MG
-26.75196377467769,-49.74609919257688,luiz alves,SC
-21.07850353644033,-45.08074182511446,perdoes,MG
-28.033235618756876,-49.60276104957362,urubici,SC
-16.1954494520999,-44.92844281217647,icarai de minas,MG
-4.523804899610674,-49.14263578195195,jacunda,PA
-20.960989560964883,-40.84015725253941,itapemirim,ES
-20.057936954962695,-44.97199343619683,santo antonio dos campos,MG
-22.327691485048163,-42.46121807046336,travessao,RJ
-22.34938275437126,-46.89239787116229,santo antonio da alegria,SP
-8.06367733448117,-48.48714105025586,colinas do tocantins,TO
-18.368573856748846,-44.45467949047568,corinto,MG
-11.301506304091866,-41.85604360885959,irece,BA
-27.083328235188127,-53.02548677199113,sao carlos,SC
-12.814916331562927,-46.55054485532614,combinado,TO
-20.67726874115452,-50.14836898848396,floreal,SP
-7.239124939551028,-44.55721397804456,urucui,PI
-21.190552522742358,-48.78789541283906,ariranha,SP
-10.368757293823602,-45.16254860744636,corrente,PI
-28.931623884880388,-49.678220014481894,turvo,SC
-8.584075632311198,-35.387013465748936,gameleira,PE
-20.44007403363205,-50.52182799207674,pontalinda,SP
-28.567943953056783,-52.85133741679946,lagoa dos tres cantos,RS
-22.834826804633064,-45.26173816480329,potim,SP
-26.4739435714852,-52.96523627544077,sao bernardino,SC
-20.17851184509702,-41.82152061311578,durande,MG
-21.590691509591135,-50.59915887909866,piacatu,SP
-6.584845996729831,-36.77406522317489,jardim do serido,RN
-20.643273749869273,-51.50796788900515,itapura,SP
-27.95376186584521,-52.02421334095733,charrua,RS
-21.14937524449229,-43.51596867542273,desterro do melo,MG
-4.281093937325739,-41.77515886690756,piripiri,PI
-29.884997478705028,-54.82595471040987,cacequi,RS
-28.824703764217794,-52.50175318214323,soledade,RS
-13.007092557808772,-40.19653284466459,piata,BA
-27.038867460497507,-51.89635395002419,irani,SC
-11.563971038671143,-43.27690950095751,morpara,BA
-8.446550056149675,-39.31068843462243,cabrobo,PE
-6.419332781620515,-35.72082002865619,serra de sao bento,RN
-23.637719597786074,-51.54791813802659,cambira,PR
-22.32474952594894,-46.307308170871906,inconfidentes,MG
-20.237055496251017,-44.272669017692046,felixlandia,MG
-16.840614534880917,-41.25677433548338,monte formoso,MG
-21.561750466294427,-50.446688681990594,clementina,SP
-22.750099826526203,-48.35221878079571,ribeirao do sul,SP
-10.534211945030094,-51.56577460818152,confresa,MT
-9.676281108945222,-37.12774100338796,batalha,AL
-29.60448490867988,-51.933181768847994,bom retiro do sul,RS
-27.620366065832485,-51.81660649399665,maximiliano de almeida,RS
-23.006083987332627,-49.318702154209596,manduri,SP
-28.503343623828457,-53.61354772362945,santo antonio do palma,RS
-25.0627915574644,-53.87839486166426,vera cruz do oeste,PR
-3.9713021850556114,-39.49155766108074,varjota,CE
-28.163578498795495,-49.232867780343824,grao para,SC
-28.329594975628552,-51.76936175492407,muliterno,RS
-10.718277928590053,-39.49365308218948,cansancao,BA
-24.618391657959855,-51.28865325606266,candido de abreu,PR
-3.15272449999995,-40.20517787813414,marco,CE
-7.745175465754587,-38.2221918108407,manaira,PB
-7.592194185564198,-35.10122908477253,condado,PE
-16.54971017941829,-44.29128404208954,coracao de jesus,MG
-9.3882136437352,-37.089676535868364,dois riachos,AL
-14.863082099228073,-39.59058813482684,ibicarai,BA
-14.964516556643158,-39.3119132799014,buerarema,BA
-23.204259067129463,-50.79461216777148,urai,PR
-22.172399396524543,-44.64284293592074,alagoa,MG
-15.303172527124282,-43.67727107222406,jaiba,MG
-13.815013165664725,-41.29964107250814,ituacu,BA
-19.824563613337684,-45.90738193267008,corrego danta,MG
-20.9539344291771,-49.17246348666204,uchoa,SP
-20.907462624871748,-46.80640911148193,careacu,MG
-26.08698131426679,-49.43360936417868,pien,PR
-18.496092656545578,-47.72249933016983,grupiara,MG
-20.04703646922537,-49.43875938459432,paulo de faria,SP
-20.46001232672115,-48.0061966263391,ipua,SP
-9.475217664623887,-36.28908782171811,pindoba,AL
-27.165124111183104,-49.538646100677795,lontras,SC
-21.586147442805647,-51.17088697074523,florida paulista,SP
-21.988147870508506,-42.254271788363425,macuco,RJ
-20.932782107183627,-42.737558460180566,periquito,MG
-29.628696749999975,-51.41038674999999,pareci novo,RS
-25.290838489284415,-48.324803847995966,guaraquecaba,PR
-10.591564280933465,-36.942929007187885,japaratuba,SE
-22.07907588072042,-46.31623319715288,santa rita de caldas,MG
-6.1056049835167165,-37.63905272699249,patu,RN
-10.979343073390403,-38.83230892663359,tucano,BA
-13.404834136344178,-44.19192159735395,sao felix do coribe,BA
-24.69990161678924,-52.186612258515055,mato rico,PR
-19.228677242718845,-47.465929437231594,pedrinopolis,MG
-16.950805362917826,-51.813593226020636,caiaponia,GO
-23.424363942614654,-49.683620255603564,carlopolis,PR
-32.0255210769038,-53.39424604998685,herval,RS
-6.458184515561092,-37.0941387066631,caico,RN
-5.788480454891912,-38.06071739261229,rodolfo fernandes,RN
-15.339891601801808,-42.00603767619084,sao joao do paraiso,MG
-23.054667087262644,-55.29818905442437,amambai,MS
-21.963168795382355,-43.31513874108896,simao pereira,MG
-17.275828583692395,-42.014991706917755,queixada,MG
-5.43662378697168,-37.538864612830956,governador dix-sept rosado,RN
-15.036279591431736,-41.25991627754047,belo campo,BA
-18.889017632926603,-43.25107199353128,dom joaquim,MG
-22.61939500723702,-51.238205083291746,nantes,SP
-30.124167307252414,-51.9379764440621,butia,RS
-23.789531680269775,-50.05971913161207,pinhalao,PR
-7.503015567146804,-38.40727512918063,ibiara,PB
-22.347863921083203,-43.68573691914597,barao de juparana,RJ
-20.047517321836345,-41.69028895993341,chale,MG
-18.954580773574236,-46.67347193974727,cruzeiro da fortaleza,MG
-23.543365499999997,-46.889442,silveira carvalho,MG
-4.317780440636156,-38.488271632055685,chorozinho,CE
-30.703100262565865,-52.108005913791004,dom feliciano,RS
-19.94326290313367,-50.53502974277276,populina,SP
-8.904003985664612,-37.82656315783616,inaja,PE
-12.121658742263985,-43.89133024681638,wanderley,BA
-1.1364321374402055,-47.383912828798664,nova timboteua,PA
-22.388732763059807,-51.289563178534976,taciba,SP
-11.563486675250974,-37.7829171554295,jandaira,BA
-27.558970383530628,-52.52431044250109,sao valentim,RS
-23.844826197004174,-46.94596644404825,sao lourenco da serra,SP
-15.3821627378063,-45.53642349882215,chapada gaucha,MG
-15.923167437647091,-49.03867615413466,pirenopolis,GO
-14.477743448175008,-39.55691575295893,itapitanga,BA
-18.66467646494126,-45.248491509753045,itamogi,MG
-1.1355034190203732,-48.126465853403445,santo antonio do taua,PA
-22.854784368782283,-49.129378014669506,iaras,SP
-25.75585006049059,-49.32263930303686,mandirituba,PR
-27.98514896530297,-52.25770634013385,sertao,RS
-19.515351585652294,-44.67793392516371,maravilhas,MG
-15.80890741276938,-54.923402226099256,dom aquino,MT
-3.7204706091514312,-53.73705267862437,uruara,PA
-24.519066703091482,-51.67712765948103,manoel ribas,PR
-11.892236945365653,-42.058866115275684,barra do mendes,BA
-23.274849665829045,-49.4791509734936,sarutaia,SP
-17.09316701246373,-42.13028811725444,carlos chagas,MG
-12.479152974250006,-49.12525439302819,alvorada,TO
-29.29021694283211,-54.22019217435414,jari,RS
-15.477019066404242,-58.733576653592166,figueiropolis d'oeste,MT
-7.509204208278081,-35.31744405809475,timbauba,PE
-28.366211532134592,-49.28831009559691,orleans,SC
-28.86549897387951,-51.54997968078732,vila flores,RS
-28.205099553029157,-53.48447137901516,condor,RS
-24.517775893681957,-53.27126802933489,nova aurora,PR
-6.476577091658196,-44.191828506533184,sucupira do norte,MA
-22.248303490802364,-50.76842597691004,joao ramalho,SP
-5.519876363836339,-43.204046811187524,matoes,MA
-6.529793853856658,-39.837107682753796,saboeiro,CE
-7.600678412378944,-43.02581690353473,itaueira,PI
-28.289150845467507,-54.64201037881506,caibate,RS
-20.785719705140885,-43.474100562828966,lamim,MG
-22.898886542368764,-46.40620253500758,vargem,SP
-16.55166981601417,-39.251208492506535,trancoso,BA
-18.341152102073636,-46.39860871515598,presidente olegario,MG
-15.29312830308728,-49.62175200854605,ceres,GO
-24.682048216696565,-47.478520349159325,iguape,SP
-21.8246671151847,-45.40910999834274,campanha,MG
-21.00722039304344,-42.13587914082866,antonio prado de minas,MG
-8.367652610173298,-49.164845013752156,couto de magalhaes,TO
-20.513942057538134,-50.352656046937604,sao joao de iracema,SP
-3.2491911591138645,-39.27344468299103,trairi,CE
-20.66704999999994,-41.83293574999996,dores do rio preto,ES
-19.656681438754497,-43.690002749822504,taquaracu de minas,MG
-10.206161545362404,-36.88485305490262,telha,SE
-24.47417679394868,-53.78789267422059,maripa,PR
-2.8758921805545943,-40.29057379014215,cruz,CE
-16.26141507467662,-45.92695508321456,riachinho,MG
-6.465210437100715,-47.05257509392431,sao joao do paraiso,MA
-3.939091646079415,-38.52422470724397,itaitinga,CE
-7.734478315874803,-37.96049347885351,princesa isabel,PB
-22.827334857366225,-44.198268696281254,lidice,RJ
-20.549538889361266,-56.67711751350155,bodoquena,MS
-23.96221629488256,-47.5068631964557,tapirai,SP
-29.39692868753198,-55.48373135708421,manoel viana,RS
-19.065029155898955,-51.91867128246486,cassilandia,MS
-5.261468844628254,-36.71932470394381,pendencias,RN
-11.692191976081155,-62.71661448050097,sao miguel do guapore,RO
-1.328826806780846,-48.27299472643324,benevides,PA
-20.84611777363223,-42.78438402858228,coimbra,MG
-29.18047999999994,-52.089344249999954,coqueiro baixo,RS
-22.814371227279487,-50.78950210694545,pedrinhas paulista,SP
-15.667124391013093,-40.71803124694724,apora,BA
-22.5250180652221,-43.81666492506859,santanesia,RJ
-28.212427349978157,-53.73827591298698,ajuricaba,RS
-9.713643244981057,-37.842575239543876,caninde de sao francisco,SE
-5.8220670475489955,-38.34872208593205,iracema,CE
-21.155519799288037,-41.57028474536128,apiaca,ES
-21.006731528577113,-42.71518216629257,guiricema,MG
-22.0980805190976,-49.43890197795841,presidente alves,SP
-20.906651400262334,-48.65598281286226,monte azul paulista,SP
-31.86765416037082,-52.82754812720836,pedro osorio,RS
-19.76260756709631,-41.61407011582391,taparuba,MG
-7.043851383226594,-35.63170467108486,alagoa grande,PB
-23.13635840361321,-49.052845428177555,arandu,SP
-24.07469960064594,-52.95409999609374,moreira sales,PR
-1.9959639622436174,-47.94285311035571,concordia do para,PA
-20.560992246194893,-44.86823282000758,carmo da mata,MG
-3.4684566947110387,-41.55308488670432,cocal,PI
-27.662318418541723,-53.31634544312081,boa vista das missoes,RS
-21.472594017761388,-46.76591829121736,tapiratiba,SP
-23.005046631907266,-49.78216181867831,canitar,SP
-28.75954975768533,-51.47466575824663,protasio alves,RS
-16.76907278020019,-43.124128395846505,nossa senhora de caravaggio,SC
-11.037095033033296,-37.32933668611741,itaporanga d'ajuda,SE
-11.476049414553767,-37.75461969185402,cristinapolis,SE
-1.7291687547385242,-45.13691897168725,bacuri,MA
-11.604982014330218,-38.5833450598621,satiro dias,BA
-21.841271783479243,-44.8089532565555,cruzilia,MG
-21.05390224144245,-49.059500173288015,catigua,SP
-21.509608798007605,-48.1510002036684,motuca,SP
-5.155817873516158,-44.299396945957454,goncalves dias,MA
-26.744814759054513,-49.27191724843595,rio dos cedros,SC
-27.392862968960607,-52.569107268529535,erval grande,RS
-27.46848224390947,-49.43165354732218,imbuia,SC
-17.27948354110184,-42.53861670303459,minas novas,MG
-8.618963825737017,-36.90614238771774,pedra,PE
-14.423782817513889,-39.90842511451638,dario meira,BA
-20.84597165186449,-44.32389774191602,resende costa,MG
-24.99960740597747,-47.93753423968272,cananeia,SP
-12.782169613239905,-39.15558831003679,conceicao do almeida,BA
-30.408849431638327,-51.76019476675315,barao do triunfo,RS
-16.805345542532326,-41.46216006088069,ponto dos volantes,MG
-17.103665431496246,-40.30386643665246,ibiraja,BA
-4.83232506653947,-42.168144678081575,campo maior,PI
-30.31778068768339,-51.34219443730648,barra do ribeiro,RS
-12.879756668118878,-42.48587270387697,ibipitanga,BA
-18.418329660679476,-43.49556278144658,sao goncalo do rio das pedras,MG
-22.630689665206155,-54.827442860008816,caarapo,MS
-22.901661035922267,-50.72667495062664,florinia,SP
-28.577845325319853,-53.8141063070426,boa vista do cadeado,RS
-21.252474699474753,-46.5797208947307,juruaia,MG
-14.102348212781582,-46.6331654490145,iaciara,GO
-27.72892118636672,-52.5353999932344,jacutinga,RS
-20.00384406698256,-44.472099254447905,azurita,MG
-23.33186686553544,-50.7180559607627,nova america da colina,PR
-7.359137767828801,-35.784910327692685,fagundes,PB
-22.090550701161277,-51.46169505049895,alvares machado,SP
-5.83736152435818,-42.6280274290776,lagoinha do piaui,PI
-7.9143447517998,-35.98743099999997,vertentes,PE
-15.089726127163495,-39.34544451046327,sao jose da vitoria,BA
-26.454823091548654,-48.619688389775284,balneario barra do sul,SC
-6.89102746179646,-37.72642200048165,sao bentinho,PB
-23.01713980601967,-49.47830512922589,bernardino de campos,SP
-18.25622999999996,-45.06661999999994,andrequice,MG
-27.51448059905679,-54.36567975565457,doutor mauricio cardoso,RS
