Latitude,Longitude,cidade,estado
-20.869555559288585,-48.295261849213375,viradouro,SP
-23.968072923784213,-49.14349611678791,itabera,SP
-23.040414304573723,-50.07645024277274,cambara,PR
-27.94952978186145,-51.80869242251528,sananduva,RS
-28.62790437727046,-52.86720809446632,tapera,RS
-18.59919227225056,-48.69586268334474,tupaciguara,MG
-25.335701032773237,-49.183405286320664,colombo,PR
-1.3651000718074502,-48.392135472520295,ananindeua,PA
-13.804411978753624,-44.41943218504552,coribe,BA
-20.24486281406161,-42.896530610973876,rio doce,MG
-22.45459424157848,-46.943825654470146,mogi mirim,SP
-22.36761997192194,-46.09383241231859,tocos do moji,MG
-4.207422238004341,-38.095935944211334,beberibe,CE
-10.937391822644162,-45.482440226596374,formosa do rio preto,BA
-20.410979935458194,-44.73326582168508,claudio,MG
-19.432528647193102,-48.66213431184701,rio paranaiba,MG
-2.6705680075189804,-43.5232677547055,humberto de campos,MA
-8.35238834403264,-35.760340302422904,camocim de sao felix,PE
-22.604890669584314,-46.92646525916106,santo antonio de posse,SP
-22.787368313041164,-43.42149370490267,mesquita,RJ
-22.38241865688636,-44.961449957439335,passa quatro,MG
-19.26752199248974,-42.44144314230387,belo oriente,MG
-17.36035030902321,-53.346065049621565,alto araguaia,MT
-7.849086058610664,-34.90811818409344,igarassu,PE
-8.759751358950375,-63.862656943853466,porto velho,RO
-6.893318211802389,-38.54837296051348,cajazeiras,PB
-28.058801160559433,-48.643597700056766,garopaba,SC
-25.72812275504414,-50.78689092659773,rio azul,PR
-22.316907091622276,-48.38473880824961,dois corregos,SP
-19.147660989656977,-40.11449699682821,sooretama,ES
-24.64211484000466,-51.14205673941564,cruzeiro do oeste,PR
-23.177960735210043,-46.405842116909156,nazare paulista,SP
-23.829611874160058,-49.434637345341244,riversul,SP
-23.227764024794837,-51.84807123062277,iguaracu,PR
-13.440784013129297,-40.43308429637398,maracas,BA
-12.616801130888367,-47.87275471931447,parana,TO
-25.62267708726457,-50.6908016723593,reboucas,PR
-27.37462570467709,-53.170588318384716,ametista do sul,RS
-23.322923225609046,-47.33107057821916,itu,SP
-18.632494407208696,-51.11546164835421,cacu,GO
-19.736598590429228,-43.950388106408326,vespasiano,MG
-29.59310659802,-51.21084058124049,lindolfo collor,RS
-22.117966624792814,-45.05441366791858,sao lourenco,MG
12.643061150040385,-25.928801765815955,santana do sobrado,BA
-24.658178999999972,-53.33108171542982,cafelandia,PR
-3.9279156442942798,-40.9142510858253,ibiapina,CE
-26.408372730037083,-49.06497871502231,schroeder,SC
-19.374638211361287,-42.16345327673855,sao joao do oriente,MG
-22.199224901918452,-47.87216022743043,matao,SP
-22.296383196622596,-44.937453503826774,itanhandu,MG
-28.30121403934686,-54.25541970140214,santo angelo,RS
-18.6845671040699,-49.57364846276402,capinopolis,MG
-19.56183502888978,-40.71006494200882,colatina,ES
-13.68761903427093,-56.068865010671814,nova mutum,MT
-23.14820311628351,-51.77496315523898,munhoz de melo,PR
-21.947489502030372,-48.00485903501148,ibate,SP
-16.355456489864974,-46.74279609412139,unai,MG
-17.40827154966567,-40.17194292147876,medeiros neto,BA
-22.415198728029353,-43.0881901884648,anta,RJ
-20.00233704534169,-50.37448882511771,ouroeste,SP
-11.13670845758493,-42.07854716285711,central,BA
-21.10784520939156,-51.491573611913495,nova independencia,SP
-27.100892075611565,-48.61301600491044,itapema,SC
-26.466547613917335,-53.58034553778624,sao jose do cedro,SC
-7.409134534379362,-35.27343450328232,camutanga,PE
-27.073610559018366,-52.136239626530795,ipumirim,SC
-16.71719636639447,-42.864921997420396,cristalia,MG
-23.016534844972416,-50.2437629514032,andira,PR
-8.686927947774844,-36.052963263794,panelas,PE
-13.660796596810593,-59.78635776050089,comodoro,MT
-20.34967877266034,-40.817507009140726,domingos martins,ES
-22.735400884660528,-42.756131288342765,tangua,RJ
-19.337612418570895,-46.064062240973854,sao gotardo,MG
-7.184096432276453,-48.21697210034924,araguaina,TO
-14.790518401495806,-39.04892935890343,ilheus,BA
-23.084913048778716,-46.93232209420256,louveira,SP
-28.21719559417234,-48.69172019802983,imbituba,SC
-7.888949452119154,-40.083670381225375,ouricuri,PE
-23.05586707861445,-48.64567260154682,itatinga,SP
-27.815182118187632,-54.67743892837896,santo cristo,RS
-17.300782018082806,-49.02893010788003,piracanjuba,GO
-4.9438555029234195,-37.975853079260226,russas,CE
-21.98016946219986,-45.3551306859449,lambari,MG
-20.619732005634678,-41.00832999999997,vargem alta,ES
-22.476297409459633,-43.59783737592031,sacra familia do tingua,RJ
-24.382537649547622,-53.539651996727216,assis chateaubriand,PR
-4.56380891455685,-45.12973444216761,lago da pedra,MA
-29.04757424401035,-55.15254966987632,unistalda,RS
-18.478035030777217,-42.77554208983505,sao joao evangelista,MG
-13.480624471052902,-42.21162829303839,paramirim,BA
-15.938457566334343,-50.143746123853845,goias,GO
-3.4414243561338482,-39.065815547909395,paracuru,CE
-28.64099781631457,-53.601603630860936,cruz alta,RS
-22.054522284638736,-51.58279403155848,presidente bernardes,SP
-20.370626008991792,-45.7130702227751,pains,MG
-18.00416694370699,-43.37382774999998,sao goncalo do rio preto,MG
-29.01593561465981,-49.774495013817585,jacinto machado,SC
-19.19537508692966,-42.134575639454,sobralia,MG
-5.367210061390944,-49.11736829460612,maraba,PA
-23.449057592557814,-45.61934170486883,paraibuna,SP
-29.472348252491777,-54.22707606146648,toropi,RS
-15.340485171701523,-58.87202033902922,jauru,MT
-10.6022668069337,-49.19773847587436,cristalandia,TO
-5.320951767526767,-41.54869260297292,castelo do piaui,PI
-23.263764738473867,-51.05413585274172,ibipora,PR
-5.1998203758803045,-44.479890105644216,presidente dutra,MA
-13.03028285600451,-38.700864586232775,vera cruz,BA
-26.051335359720596,-50.79432288390645,paulo frontin,PR
-23.75008597156475,-46.44017828820491,rio grande da serra,SP
-22.44054130514671,-49.91971503816423,ocaucu,SP
-6.8515222452753495,-49.6100044179891,xinguara,PA
-21.261743567958668,-46.773945842745356,guaranesia,MG
-22.84234799999997,-46.29126624999998,extrema,MG
-19.38020460539292,-40.065913445017785,braco do rio,ES
-5.107248117547558,-42.83736414925277,timon,MA
-26.9973636843215,-53.52080173741429,ipora do oeste,SC
-22.1369513124828,-47.469629061847996,santa cruz da conceicao,SP
-23.406089575571038,-53.37063957889576,ivate,PR
-27.639034099209667,-52.27322402057882,erechim,RS
-12.52571328869539,-41.57319190715551,palmeiras,BA
-21.350762882833596,-43.048964755372666,guarani,MG
-22.951718833172198,-45.57585004340656,tremembe,SP
-22.074462000102656,-43.8143769085399,rio preto,MG
-27.658397187249403,-54.4407971613755,tucunduva,RS
-20.9719955344878,-44.5537349778944,sao tiago,MG
-21.0756317242566,-44.09568768845967,prados,MG
-9.070306309201937,-37.08514438258938,aguas belas,PE
-23.728051525938064,-53.59939441856921,xambre,PR
-28.871351410314222,-52.17988381807642,arvorezinha,RS
-27.708756832048103,-53.964109892032226,sao martinho,RS
-28.862877989812098,-51.29360822481534,antonio prado,RS
-28.014150141409132,-48.69138808126272,paulo lopes,SC
-26.772457020555063,-53.201247895540284,maravilha,SC
-9.977212677461075,-38.61424255687041,jeremoabo,BA
-23.060778386372526,-54.20201586250577,navirai,MS
-13.734289228526087,-39.14483293931426,itubera,BA
-29.86852401352669,-56.999220482224004,uruguaiana,RS
-10.878376706649203,-61.94047305173066,ji-parana,RO
-21.360375189325374,-43.247791482184894,tabuleiro,MG
-26.39732411286036,-53.076944329171624,campo ere,SC
-17.024395590798626,-44.18655368699148,california da barra,RJ
-22.759341077084464,-44.09743949735868,rio claro,RJ
-22.760174265532424,-52.98028081404176,nova londrina,PR
-13.271718749999975,-46.506081402351036,divinopolis de goias,GO
-15.539979401778968,-49.670711842705245,uruana,GO
-21.98540788840424,-51.38141817620078,presidente prudente,SP
-19.879860634382204,-40.626739587261234,sao joao de petropolis,ES
-12.104667458214001,-45.88325994861924,luis eduardo magalhaes,BA
-10.083942943529582,-54.732497625903704,matupa,MT
-25.35266396289292,-49.05802974591403,quatro barras,PR
-18.51224530529489,-53.140305271130345,costa rica,MS
-5.5366094031825455,-40.77715677668599,novo oriente,CE
-23.99767400799165,-48.3414394135706,capao bonito,SP
-6.001991524725039,-40.29286491350151,taua,CE
-20.047911666386007,-47.72175054126487,igarapava,SP
-21.017428008560152,-46.74329738718392,jacui,MG
-15.944114001766932,-52.18828822309628,aragarcas,GO
-5.39520744727357,-40.309871024933244,independencia,CE
-6.000320081801697,-35.869540046256034,lagoa de velhos,RN
-21.92518290513319,-42.31560663084193,cantagalo,RJ
-9.399015629700592,-38.22649997468002,paulo afonso,BA
-17.738047405615827,-48.636393713056606,caldas novas,GO
-19.054958672327334,-42.92419523254086,dores de guanhaes,MG
-22.48377088441829,-46.61500641860325,aguas de lindoia,SP
-20.588636634689628,-47.64066675727028,sao jose da bela vista,SP
-18.159368638779647,-40.31940891494229,montanha,ES
-0.03825195473910715,-51.162093726703176,santana,AP
-20.88379085589633,-49.57302000244076,jaci,SP
-7.951177669960452,-35.38595365222243,feira nova,PE
-19.523335229949446,-44.453609696772986,cachoeira da prata,MG
-28.299397945603104,-52.80462968802969,carazinho,RS
-23.002385735129458,-44.8928774440531,cunha,SP
-21.017796989774748,-46.520057996878215,bom jesus da penha,MG
-1.3167374999999737,-48.106765113924325,santa isabel do para,PA
-4.869201443897904,-43.23832194437956,caxias,MA
-21.562988064843264,-51.26622535985632,pacaembu,SP
-18.01543375288775,-39.884357548119716,mucuri,BA
-11.228135529244348,-39.42557732246455,santaluz,BA
-6.330664838803115,-47.50233984631974,tocantinopolis,TO
-23.402390358733875,-46.32686598396563,aruja,SP
-25.423969287652735,-49.962507908261315,palmeira,PR
-7.539957315471536,-40.570818046439356,araripina,PE
-9.221530606816088,-36.65732869051753,bom conselho,PE
-14.94381637858937,-41.71679227571213,piripa,BA
-18.18760496800761,-40.52483543041855,ponto belo,ES
-25.94670820964042,-52.2069406636152,mangueirinha,PR
-22.430689719345068,-46.56324082118633,monte siao,MG
-23.66476572303604,-52.611989729258156,cianorte,PR
-21.908292097051067,-46.70195769542023,aguas da prata,SP
-8.635496505668225,-35.74099646885332,catende,PE
-21.20443846186115,-49.29244874029142,urupes,SP
-9.988916050229271,-51.25956097569419,vila rica,MT
-20.14560953189693,-50.19593287811894,macedonia,SP
-8.874292756600536,-36.367127457769364,sao joao,PE
-24.5761695863657,-53.80088117808339,vila nova,PR
-22.10555086451727,-42.18686559473845,sao francisco de itabapoana,RJ
-19.78467208399385,-44.23344213297383,esmeraldas,MG
10.512092752405351,-25.49754694861576,portela,RJ
-21.62211853311682,-49.07773386269348,borborema,SP
-14.673294589564373,-38.83734868897207,santa cruz cabralia,BA
-22.791379389088917,-50.210842831313215,palmital,SP
-10.59115321201625,-38.39825032562351,cicero dantas,BA
-18.660764727956263,-50.98021973995377,cachoeira alta,GO
-14.46784473612069,-48.48324420359166,niquelandia,GO
-22.475471937580814,-50.59683849999999,paraguacu paulista,SP
-20.436870207509894,-51.30533735529215,ilha solteira,SP
-16.150326469060513,-55.77506555923371,santo antonio do leverger,MT
-28.042998650450293,-54.31400210046885,girua,RS
-15.810501757954524,-42.87137024064114,serranopolis de minas,MG
-4.930107264051041,-38.41932261648262,morada nova,CE
-23.44183222532319,-51.86971638374573,sarandi,PR
-5.061599280219792,-48.38347842582607,sao pedro da agua branca,MA
-27.50634699051509,-48.78820264227083,antonio carlos,SC
-23.135046551945045,-49.968802218858215,jacarezinho,PR
-22.81365364284909,-50.07115235071118,ibirarema,SP
-7.80593966347943,-37.79362978731465,caraiba,PE
-13.18502438835311,-53.343260284295596,gaucha do norte,MT
-21.858181305042034,-43.33949962992736,matias barbosa,MG
-25.05429908005384,-53.61940770747266,santa tereza do oeste,PR
-22.602608735536073,-47.873942069940014,aguas de sao pedro,SP
-20.769335408033015,-45.274525912798794,candeias,MG
-23.216996463827066,-46.827759800421944,varzea paulista,SP
-23.803153690671188,-47.761936021590415,pilar do sul,SP
-5.171538599249237,-36.57587740594792,macau,RN
-23.631542936075782,-51.65829415301864,jandaia do sul,PR
-20.543141266898033,-43.98391431152783,jeceaba,MG
20.44904058500995,-27.78742684712356,vila dos cabanos,PA
-14.153015855305423,-43.81972780595536,carinhanha,BA
-19.777545286352293,-40.740200140433075,arace,ES
-7.909961709965943,-34.91582584959846,abreu e lima,PE
-25.783078042606228,-53.28607858777197,salto do lontra,PR
-27.92231147599009,-51.65282295505442,santo expedito do sul,RS
-23.103006201402426,-47.705631120477165,tiete,SP
-19.95973091737488,-44.34421967833031,juatuba,MG
-13.294251075211896,-43.360906696159795,bom jesus da lapa,BA
-24.437601441434282,-53.96044668808155,nova santa rosa,PR
-8.896204873975357,-36.48157023012848,garanhuns,PE
-19.16238420047351,-45.446408879820375,abaete,MG
-8.662078509280956,-36.32003633118089,lajedo,PE
-13.00910117780522,-38.525978987269255,barra do tarrachil,BA
-20.944722677934017,-43.80322078140505,carandai,MG
-24.651915164966848,-53.512691252066745,tupassi,PR
-12.758265273880458,-38.771473667038336,saubara,BA
-19.004433504745872,-50.560239065387705,sao simao,GO
-26.807482870855516,-48.6699609440941,barra velha,SC
-19.06552481902777,-51.549373887866096,itaja,GO
-4.12834707319776,-44.129628930782864,coroata,MA
-1.1542548533578858,-46.8324351614786,braganca,PA
-15.648415587816359,-42.51895734380683,rio pardo de minas,MG
-6.837595610081237,-35.12850433907345,mamanguape,PB
-11.341050445665886,-49.26532460093665,duere,TO
-14.612020262755879,-41.135771906727726,anage,BA
-16.55134349386028,-40.2576213874121,santo antonio do jacinto,MG
-23.2278942463619,-47.94144561064768,cesario lange,SP
-8.985482579716749,-42.659477696061174,sao raimundo nonato,PI
-8.37157611041697,-35.269655044264255,escada,PE
-31.419942612417625,-52.667552786983634,cangucu,RS
-18.53164838768533,-42.62321304451805,cantagalo,MG
-18.96140107379332,-51.92692648575698,apore,GO
-2.8767679064448908,-44.67359126583331,cajapio,MA
-30.297161556526614,-54.39380586373804,sao gabriel,RS
-19.997721823697383,-50.73049757895897,santa albertina,SP
-30.092809899462708,-50.694388328298245,capao da porteira,RS
-11.726786310570077,-62.319403846772474,nova brasilandia d'oeste,RO
-22.484603155246376,-47.447728745568696,cordeiropolis,SP
-29.595310663110162,-51.10063747802427,dois irmaos,RS
-8.849069966749795,-36.21053449895676,canhotinho,PE
-5.505991249590423,-45.246344661207445,barra do corda,MA
-22.19103496510781,-46.759762998313846,espirito santo do pinhal,SP
-26.860291104635344,-52.39908367078076,xanxere,SC
-10.71999679575254,-44.03303021872114,mansidao,BA
-23.376129020662006,-46.073199616881986,guararema,SP
-31.04207760698256,-50.80095515954361,mostardas,RS
-26.912592623128138,-50.114221409008294,rio do campo,SC
-6.259410333670504,-36.51919304258929,currais novos,RN
-9.262067794797268,-37.93573383630121,agua branca,AL
-5.18011733296829,-40.66718028849306,crateus,CE
-29.23653494553883,-51.56480260178346,garibaldi,RS
-29.774961155770974,-51.181035005479,estancia velha,RS
-26.398998661913105,-50.148447524489015,papanduva,SC
-3.5623852556240827,-44.579354993349895,miranda do norte,MA
-15.246931520589538,-40.624020428308654,itambe,BA
-16.686829595456302,-49.13209608145029,senador canedo,GO
-25.101670317110404,-52.90899153000185,guaraniacu,PR
-22.552848742329587,-45.796124322368996,paraisopolis,MG
-25.44096562996248,-48.71028528740311,antonina,PR
-28.067339490378274,-52.009999904416404,tapejara,RS
-23.28013700945626,-47.11903404330754,cabreuva,SP
-20.583568503137514,-46.920576741254735,cassia,MG
-3.626933395449752,-43.11767926342854,mata roma,MA
-30.24297333868855,-50.29417891051196,balneario pinhal,RS
-24.737898702634574,-48.10422582510937,cajati,SP
-4.438940595479487,-38.75011343873972,aracoiaba,CE
-18.868247023055904,-48.87935079639708,monte alegre de minas,MG
-28.65529428621867,-51.75140898194792,nova araca,RS
-9.92777412536844,-36.359288299617916,teotonio vilela,AL
-22.670326058124296,-46.861520477699614,monte alegre do sul,SP
-17.060107857852422,-40.989799151203044,aguas formosas,MG
-12.425100821338784,-38.32381082949535,pojuca,BA
-16.83739558687661,-49.537589654082026,guapo,GO
-20.61076644580924,-55.77841352980319,anastacio,MS
-14.10530102547597,-47.3731767369013,aguas lindas de goias,GO
-14.06981351343067,-52.30675283265266,agua boa,MT
-5.94602706255235,-38.75699861537187,jaguaribe,CE
-2.800054413553891,-51.81758296701215,senador jose porfirio,PA
-15.794323449725283,-50.7063084783498,itapirapua,GO
-14.722101508763586,-49.46956882349346,hidrolina,GO
-27.369640604213256,-53.4923247639876,vista alegre,RS
-12.82593543849145,-40.17092988279172,iacu,BA
-27.90939165296996,-53.332499598072076,palmeira das missoes,RS
-8.004458635179727,-36.06368998625197,toritama,PE
-19.47878457365904,-44.15263351865171,prudente de morais,MG
-25.97772074999997,-52.86358981193542,itapejara d'oeste,PR
-7.594673999999972,-62.80045106828146,humaita,AM
-21.72150987971701,-44.98377667492266,sao thome das letras,MG
-20.72833931836685,-46.61298076405755,passos,MG
-16.750207499999973,-47.59136049999998,cristalina,GO
-26.782234147351787,-49.387716643709574,benedito novo,SC
-12.549715457782689,-38.709439580621996,santo amaro,BA
-20.440956813006537,-50.823103241947734,marinopolis,SP
-18.79747222681447,-42.60324810441137,divinolandia de minas,MG
-21.297335891020822,-44.65805535335297,itutinga,MG
-2.026429118146128,-70.28936338989047,santana do paraiso,MG
-21.21059438655579,-41.871046701626156,itaperuna,RJ
-22.753743248050014,-51.65899243894893,lupionopolis,PR
-22.24488225382303,-47.77637929282368,itirapina,SP
-9.715963853476646,-63.36228900989269,alto paraiso,RO
-20.999627031239037,-42.83634113413075,visconde do rio branco,MG
-15.8111351141051,-42.22706045955395,taiobeiras,MG
-21.607587465724805,-45.56319920772734,eloi mendes,MG
-19.504453157390216,-49.61867687001078,campina verde,MG
-2.046012074144599,-47.55838131348025,mae do rio,PA
-17.013738469790788,-48.265379484489834,orizona,GO
-23.910237100733276,-50.57877891456053,sapopema,PR
-29.346150331389666,-51.6723148114656,boa vista do sul,RS
-29.48047719210756,-51.79930135554658,teutonia,RS
-21.23148070709876,-45.25417638347103,nepomuceno,MG
-20.871567066444015,-42.98188869243337,paula candido,MG
-23.99411502047844,-48.88485441571035,itapeva,SP
-6.946175046011027,-38.96762506273078,aurora,CE
-13.798718397172673,-42.687850056266555,igapora,BA
-18.601782334664286,-45.2929222505631,bom jesus do galho,MG
-8.260653201160086,-35.79527585026001,bezerros,PE
-20.62972614446263,-43.29254192329701,piranga,MG
-20.646957952841205,-51.10204313028648,pereira barreto,SP
-13.778987052901186,-39.68477528670921,itamari,BA
-11.009811088013691,-42.397705308928195,itaguacu da bahia,BA
-27.031918634913033,-52.07378190456404,lindoia do sul,SC
-15.65288929554184,-58.09233509372726,mirassol d'oeste,MT
-20.62858121721684,-46.033122084653286,capitolio,MG
-20.29013021785164,-43.41088046902476,mariana,MG
-30.05150881244453,-51.46466084540011,eldorado do sul,RS
-23.780185515441254,-47.32258450627932,sao miguel arcanjo,SP
-23.400065011087335,-45.87550634114414,aparecida,SP
-29.231197256447306,-51.890725066038144,encantado,RS
-21.923205441960754,-50.73224804346475,bastos,SP
-24.786732276306125,-52.187006116341564,santo antonio do sudoeste,PR
-24.419502692753923,-53.40221047971311,jesuitas,PR
-27.054681338947958,-49.53807767342039,ibirama,SC
-15.299965659230821,-55.68076412499998,chapada dos guimaraes,MT
-11.73093743320317,-40.55758483312158,piritiba,BA
-19.677197435194188,-41.1598485720578,aimores,MG
-12.740939207636591,-38.61129423677863,madre de deus,BA
-16.060072852563252,-46.25603038173959,uruana de minas,MG
-29.268660122895923,-52.578411956181554,gramado xavier,RS
-27.330773105087268,-53.05715209822617,planalto,RS
-22.31334729480528,-42.35332489290051,goitacazes,RJ
-21.837152280903258,-51.854056837659385,presidente venceslau,SP
-23.77871546398024,-48.59732762499998,buri,SP
-19.99712556938477,-46.21938200600785,medeiros,MG
-26.757529015514404,-48.70036948238263,balneario picarras,SC
-11.432645249644963,-61.45321385294322,cacoal,RO
-19.802658602782053,-54.361956237039635,bandeirantes,MS
-26.90359262681352,-50.410042018234655,santa cecilia,SC
-29.74814713012612,-55.68305933947956,alegrete,RS
-28.27156685773329,-49.916266182053384,sao joaquim,SC
-22.30926820185897,-45.37494173456433,maria da fe,MG
-8.819994907657321,-48.46495195337913,guarai,TO
-29.388253629228064,-51.86899308717813,colinas,RS
-19.966085859952287,-43.80219438983865,raposos,MG
-20.371210826213407,-49.46735283006949,palestina,SP
-8.520889938267846,-36.442403999999996,sao bento do una,PE
-25.88057720013896,-49.52315971847152,quitandinha,PR
-22.104093476158106,-50.200506554321365,pompeia,SP
-8.927575406250622,-35.737051721959986,colonia leopoldina,AL
-25.133845362478915,-49.32889399704726,rio branco do sul,PR
-27.45484549999999,-49.566689031484955,ituporanga,SC
-19.39858970116328,-40.905290937201045,quilometro 14 do mutum,ES
-8.426868942076384,-38.87778408336447,sao jose do egito,PE
-20.055793716841315,-42.00511087035712,simonesia,MG
-9.032215103241505,-40.19962022202852,lagoa grande,PE
-20.442370251893713,-47.800344961374606,guara,SP
-26.799988797062852,-48.65016279727297,penha,SC
-14.711155463741822,-40.07202015595365,iguai,BA
-9.620404394822314,-42.082626259506426,remanso,BA
-5.146380415783064,-35.68564971991639,sao miguel do gostoso,RN
-21.735854924249132,-49.35829462734876,pongai,SP
-13.74494464346025,-39.48389464502732,gandu,BA
-4.215128543764105,-44.448756127428865,alto alegre do maranhao,MA
-27.495119274271435,-50.112391787380446,otacilio costa,SC
-20.117804933911813,-41.622872684860035,lajinha,MG
-12.263093500096254,-40.54113839927402,ruy barbosa,BA
-9.326486980754147,-50.45372493346529,santana do araguaia,PA
-29.893431738191232,-51.65001714323435,triunfo,RS
-20.381359464639964,-40.45205033983173,viana,ES
-2.5509471543057582,-44.13075350352207,sao jose de ribamar,MA
-9.310240485883943,-35.946026135430145,murici,AL
-7.6562182232861655,-49.064349800007676,arapoema,TO
-20.063560732491318,-41.91025180458533,santana do manhuacu,MG
-21.21899697838483,-44.614809020549316,nazareno,MG
-9.78359474599522,-36.34751630930995,campo alegre,AL
-29.675889026717392,-52.79229303228878,candelaria,RS
-26.008838249999975,-53.74033487499998,pranchita,PR
-28.514700926233996,-53.994681807587156,augusto pestana,RS
-1.533488490528784,-48.686569507953976,barcarena,PA
-28.465457791416334,-48.787675573531274,laguna,SC
-2.9184206931009915,-41.756492529992514,parnaiba,PI
-20.623503338836016,-49.65143089738791,tanabi,SP
-22.382268498897023,-43.41756686567004,paty do alferes,RJ
-27.17995297057751,-52.31139770385626,seara,SC
-16.60847709977916,-41.770199890111606,itinga,MG
-16.125265313376964,-50.21243885592672,mossamedes,GO
-22.073581570393245,-46.574902735963846,andradas,MG
-9.15079125239857,-36.21055705592561,santana do mundau,AL
-28.773890763973768,-51.61854220914289,nova prata,RS
-19.85934653321958,-44.97006664004685,nova serrana,MG
-22.21148996246373,-45.27517143822271,cristina,MG
-7.306517921988177,-38.152789307618185,itaporanga,PB
-22.457932749582234,-43.009425038557275,areal,RJ
-21.190746939281475,-44.307559011161075,sao joao del rei,MG
-23.54684978338804,-45.84168986616726,salesopolis,SP
-26.148045597293248,-53.02649712216406,marmeleiro,PR
-19.743941529939956,-44.897494322318394,conceicao do para,MG
-22.859629144748826,-54.605322324774164,juti,MS
-21.45670876370351,-54.26573986557995,nova alvorada do sul,MS
-14.311770161358774,-49.15554856233888,campinorte,GO
-22.099673355127265,-51.105983084691175,martinopolis,SP
-17.34157790721642,-44.90955901827823,pirapora,MG
-21.54858513438326,-45.73699908976498,paraguacu,MG
-10.888535709758735,-36.99996211767895,barra dos coqueiros,SE
-28.97528930774733,-52.00776622941525,anta gorda,RS
-11.430094902841777,-40.59731832492932,miguel calmon,BA
-16.077680592339632,-47.18960929679609,cabeceira grande,MG
-27.029907993712616,-50.67444261730388,sao cristovao do sul,SC
-28.927360779439965,-52.12653055250746,ilopolis,RS
-24.02756736115191,-50.46668409233566,curiuva,PR
-19.256875560507414,-41.12478302019299,resplendor,MG
-23.41905449999997,-49.06325786715305,itai,SP
-21.71737482950182,-46.79051825940351,sao sebastiao da grama,SP
-26.14418525339359,-49.88205201370178,mafra,SC
-11.334483737842067,-38.96143937800257,araci,BA
-21.07953394815064,-50.1374514224071,buritama,SP
-21.67692518596649,-50.3290460366433,luiziania,SP
-15.700058188360076,-46.498141895517854,buritis,MG
-17.762588981891355,-49.1459931883821,morrinhos,GO
-7.999970991357344,-35.0252908987879,sao lourenco da mata,PE
-20.037583970487507,-40.17927248899704,praia grande,ES
-6.226954725175138,-36.020446616665396,santa cruz,RN
-22.813965610149857,-46.694354888195946,tuiuti,SP
-24.672946904735774,-52.57210364764457,nova cantu,PR
-22.513277441568587,-44.00719393722519,pinheiral,RJ
-27.30275746304213,-49.80248192650487,trombudo central,SC
-5.587148064536416,-36.92426051728437,acu,RN
-31.00043221788688,-52.048824159635615,cristal,RS
-7.221183860031728,-36.63355991201459,santo andre,PB
-6.20863405203887,-40.696921302736136,parambu,CE
-22.082745811008387,-42.66655294187557,sumidouro,RJ
-10.920045146730121,-37.67151103709023,lagarto,SE
-29.002407722233784,-52.15765804719578,putinga,RS
-21.981548094138535,-44.93195950208585,caxambu,MG
-27.22766710930336,-51.79842765220409,presidente castello branco,SC
-27.359995364710237,-51.603353556501744,capinzal,SC
-28.671976652284005,-49.51630183767627,nova veneza,SC
-10.345386806107413,-39.791297832506125,andorinha,BA
-24.327242599301712,-50.63098595942101,telemaco borba,PR
-22.452643468262004,-47.52896486101542,santa gertrudes,SP
-19.74247605827496,-43.022433445855214,nova era,MG
-27.15070534812094,-53.71503100576309,itapiranga,SC
-14.044861438799995,-39.21667187836148,camamu,BA
-22.556098588874555,-53.006003085940506,rosana,SP
-26.713905591323993,-48.89331717573851,cachoeirinha,RS
-21.82375797709193,-42.67716842248565,alem paraiba,MG
-17.009967926199188,-39.628804587713475,itamaraju,BA
-6.094737811965198,-39.33904235677315,acopiara,CE
-22.54032744548462,-41.9951212147631,barra de sao joao,RJ
-22.58941812221029,-44.01743247590965,arrozal,RJ
-30.882800271627595,-55.51793555116956,santana do livramento,RS
-16.576945208936777,-39.57431446803121,itabela,BA
-22.242198367109488,-53.34633970207976,nova andradina,MS
-20.356926783338867,-41.949780520808766,manhumirim,MG
-21.86084295267034,-43.93540762223418,olaria,MG
-4.358143196968339,-39.315384270581916,caninde,CE
-29.138119606046807,-56.55034595686358,itaqui,RS
-6.779878584770284,-51.25392953004016,tucuma,PA
-23.003307432851333,-53.19389603906791,santa isabel do ivai,PR
-7.375465096812703,-37.47858531351086,santa terezinha,PE
-16.589549599276985,-49.375662249999976,goianira,GO
-22.261529394423135,-46.57727144170677,jacutinga,MG
-7.314277961767847,-38.51450708555713,bonito de santa fe,PB
-22.345766968364543,-41.75767926461165,valao do barro,RJ
-12.909130620718646,-39.7777344115637,milagres,BA
-23.761767338566962,-47.3587295589097,piedade,SP
-18.50755042323639,-39.76758084318904,conceicao da barra,ES
-22.435705515345475,-48.173505208982995,torrinha,SP
-21.834299248799304,-45.1545391735762,engenheiro passos,RJ
-20.874760729739847,-45.511204607119495,cristais,MG
-6.517766301882316,-49.91382490612065,canaa dos carajas,PA
-23.11720226350085,-52.33078419223856,alto parana,PR
-21.80335384341501,-42.94527702669379,senador cortes,MG
-21.061650705196918,-41.67558102262382,bom jesus do itabapoana,RJ
-18.484086421157528,-41.92437409182377,frei inocencio,MG
-16.195202999999992,-47.93691766152759,luziania,GO
-21.137182857604216,-48.41859214630745,taiuva,SP
-18.94165644581336,-43.46073706971175,conceicao do mato dentro,MG
-20.18404214799395,-49.3511267577195,orindiuva,SP
-27.456001271674275,-51.55178133763774,zortea,SC
-20.159188083947747,-44.11474517510241,brumadinho,MG
